curve_id,t_norm,survival
0,0.0,0.9003689885139465
0,0.002475247485563159,0.9003689885139465
0,0.004950494971126318,0.9003689885139465
0,0.007425742689520121,0.9003689885139465
0,0.009900989942252636,0.9003689885139465
0,0.012376237660646439,0.9003689885139465
0,0.014851485379040241,0.9003689885139465
0,0.017326733097434044,0.9003689885139465
0,0.019801979884505272,0.9003689885139465
0,0.02227722853422165,0.9003689885139465
0,0.024752475321292877,0.9003689885139465
0,0.027227722108364105,0.9003689885139465
0,0.029702970758080482,0.9003689885139465
0,0.03217821940779686,0.9003689885139465
0,0.03465346619486809,0.9003689885139465
0,0.037128712981939316,0.9003689885139465
0,0.039603959769010544,0.9003689885139465
0,0.04207920655608177,0.9003689885139465
0,0.0445544570684433,0.9003689885139465
0,0.047029703855514526,0.9003689885139465
0,0.049504950642585754,0.9003689885139465
0,0.05198019742965698,0.9003689885139465
0,0.05445544421672821,0.9003689885139465
0,0.05693069472908974,0.9003689885139465
0,0.059405941516160965,0.9003689885139465
0,0.06188118830323219,0.9003689885139465
0,0.06435643881559372,0.9003689885139465
0,0.06683168560266495,0.9003689885139465
0,0.06930693238973618,0.9003689885139465
0,0.0717821791768074,0.9003689885139465
0,0.07425742596387863,0.9003689885139465
0,0.07673267275094986,0.9003689885139465
0,0.07920791953802109,0.9003689885139465
0,0.08168316632509232,0.9003689885139465
0,0.08415841311216354,0.9003689885139465
0,0.08663365989923477,0.9003689885139465
0,0.0891089141368866,0.9001631736755371
0,0.09158416092395782,0.8979285955429077
0,0.09405940771102905,0.8956939578056335
0,0.09653465449810028,0.8934593796730042
0,0.09900990128517151,0.89122474193573
0,0.10148514807224274,0.8889901638031006
0,0.10396039485931396,0.8867555856704712
0,0.10643564164638519,0.884520947933197
0,0.10891088843345642,0.8822863698005676
0,0.11138613522052765,0.8800517320632935
0,0.11386138945817947,0.8778171539306641
0,0.1163366362452507,0.8755825161933899
0,0.11881188303232193,0.8733479380607605
0,0.12128712981939316,0.8711133003234863
0,0.12376237660646439,0.8688787221908569
0,0.1262376308441162,0.8666441440582275
0,0.12871287763118744,0.8644095063209534
0,0.13118812441825867,0.862174928188324
0,0.1336633712053299,0.8599402904510498
0,0.13613861799240112,0.8577057123184204
0,0.13861386477947235,0.855471134185791
0,0.14108911156654358,0.8532364964485168
0,0.1435643583536148,0.8510018587112427
0,0.14603960514068604,0.8487672805786133
0,0.14851485192775726,0.8465327024459839
0,0.1509900987148285,0.8442980647087097
